timestamp,x,y,z
6860,0.677,0.48,0.294
6870,0.628,0.401,0.3
6880,0.459,0.31,0.377
6890,0.381,0.143,0.422
6900,0.245,-0.075,0.41
6910,0.072,-0.318,0.462
6920,-0.056,-0.464,0.437
6930,-0.178,-0.564,0.35
6940,-0.242,-0.61,0.334
6950,-0.233,-0.595,0.292
6960,-0.224,-0.456,0.139
6970,-0.191,-0.378,-0.004
6980,-0.177,-0.297,-0.143
6990,-0.255,-0.279,-0.195
7000,-0.349,-0.276,-0.155
7010,-0.385,-0.308,-0.093
7020,-0.396,-0.354,-0.028
7030,-0.417,-0.4,-0.023
7040,-0.318,-0.433,0.057
7050,-0.242,-0.341,0.071
7060,-0.137,-0.327,0.128
7070,-0.088,-0.264,0.112
7080,0.082,-0.145,-0.005
7090,0.249,-0.082,-0.091
7100,0.309,0.014,-0.178
7110,0.333,0.101,-0.251
7120,0.255,0.102,-0.245
7130,0.148,0.066,-0.247
7140,0.133,0.028,-0.296
7150,0.103,0.007,-0.294
7160,0.015,-0.031,-0.313
7170,0.028,-0.081,-0.32
7180,0.115,-0.082,-0.254
7190,0.243,-0.057,-0.179
7200,0.248,-0.086,-0.236
7210,0.242,-0.094,-0.212
7220,0.309,-0.084,-0.251
7230,0.235,-0.062,-0.144
7240,0.215,-0.017,-0.137
7250,0.274,0.072,-0.163
7260,0.294,0.163,-0.155
7270,0.297,0.189,-0.075
7280,0.351,0.238,-0.089
7290,0.288,0.232,-0.073
7300,0.199,0.113,-0.143
7310,0.076,0.013,-0.186
7320,-0.034,-0.117,-0.243
7330,-0.123,-0.252,-0.266
7340,-0.098,-0.327,-0.415
7350,-0.044,-0.342,-0.537
7360,-0.039,-0.427,-0.535
7370,-0.106,-0.461,-0.497
7380,-0.008,-0.384,-0.556
7390,0.004,-0.32,-0.492
7400,-0.02,-0.299,-0.513
7410,-0.05,-0.251,-0.415
7420,-0.038,-0.185,-0.318
7430,0.016,-0.1,-0.267
7440,0.049,-0.082,-0.231
7450,0.127,-0.103,-0.306
7460,0.191,-0.111,-0.356
7470,0.193,-0.111,-0.367
7480,0.151,-0.102,-0.367
7490,0.194,-0.06,-0.296
7500,0.207,-0.013,-0.241
7510,0.256,-0.018,-0.233
7520,0.332,0.05,-0.294
7530,0.31,0.078,-0.318
7540,0.265,0.082,-0.351
7550,0.237,0.056,-0.292
7560,0.236,0.024,-0.274
7570,0.234,0.029,-0.206
7580,0.229,0.013,-0.14
7590,0.216,-0.035,-0.188
7600,0.158,-0.066,-0.125
7610,0.181,-0.035,-0.161
7620,0.164,-0.008,-0.178
7630,0.166,0.067,-0.16
7640,0.271,0.11,-0.097
7650,0.241,0.126,-0.028
7660,0.211,0.121,0.008
