timestamp,x,y,z
2790,0.117,0.009,0.002
2800,0.061,0.002,0.019
2810,0.098,0.007,-0.005
2820,0.1,0.009,0.002
2830,0.063,0.002,0.028
2840,0.065,-0.019,0.03
2850,0.075,0.018,0.036
2860,0.078,-0.005,0.013
2870,0.094,-0.004,0.02
2880,0.066,-0.019,-0.014
2890,0.097,0,0.01
2900,0.092,0.02,-0.011
2910,0.092,-0.017,0.025
2920,0.094,0.015,0.018
2930,0.074,0.024,0.007
2940,0.053,-0.012,-0.015
2950,0.051,-0.016,0.001
2960,0.089,0.012,-0.006
2970,0.047,-0.015,0.008
2980,0.047,-0.011,0.017
2990,0.089,0.007,-0.009
3000,0.075,0.006,0.044
3010,0.035,0.013,0.01
3020,0.073,0.005,0.008
3030,0.083,-0.015,0.026
3040,0.085,-0.012,0.022
3050,0.1,0.006,0.019
3060,0.121,0.013,0.019
3070,0.072,-0.021,0.055
3080,0.066,-0.004,-0.02
3090,0.106,-0.004,-0.001
3100,0.062,-0.005,-0.021
3110,0.085,-0.016,-0.02
3120,0.085,0.01,0.023
3130,0.063,0.007,-0.007
3140,0.048,-0.018,0.04
3150,0.073,0.005,0.006
3160,0.09,0.003,0.013
3170,0.096,-0.027,0.005
3180,0.099,0.001,0.018
3190,0.086,0.015,0.018
3200,0.097,-0.012,0.006
3210,0.096,0.005,0.004
3220,0.103,-0.011,-0.013
3230,0.098,-0.003,0.014
3240,0.065,0.006,0.019
3250,0.053,-0.007,-0.007
3260,0.061,-0.001,0.053
3270,0.104,0.024,-0.006
3280,0.057,-0.03,0.01
3290,0.087,-0.006,0.052
3300,0.063,0.019,0.026
3310,0.048,0.015,0.034
3320,0.059,-0.006,0.023
3330,0.091,0,0.001
3340,0.045,-0.022,0.025
3350,0.094,0.02,0.044
3360,0.089,0.002,0.007
3370,0.068,0.006,0.061
3380,0.059,-0.003,0.025
3390,0.116,-0.025,0.034
3400,0.071,0.013,0.023
3410,0.063,-0.017,0.017
3420,0.093,0,-0.001
3430,0.09,0.002,0.052
3440,0.09,-0.011,0.035
3450,0.086,-0.003,0.037
3460,0.092,0.002,0.011
3470,0.086,0.007,0.041
3480,0.083,-0.021,0.022
